Filename, /nodc/web/data.nodc/htdocs/nodc/archive/metadata/approved/iso/NDBC-CMANWx.xml
Master Score, 91
Run Date, 2017-06-02 19:31:34.847976


Element, Rule, Exists, Scored, Rationale, Text, Descent Text, XPath
"largerWorkType","Recommended","False","False","['no element at given xpath']","None","None","//gmd:MD_DataIdentification/gmd:aggregationInfo/gmd:MD_AggregateInformation[gmd:associationType/gmd:DS_AssociationTypeCode/@codeListValue = 'largerWorkCitation']/gmd:initiativeType/gmd:DS_InitiativeTypeCode/@codeListValue"
"resourceDate","Required","True","True","[]","None","2006-03-16 || publication || 2017-05-15 || revision","//gmd:MD_DataIdentification/gmd:citation/gmd:CI_Citation/gmd:date[gmd:CI_Date or gmd:CI_Date/gmd:date/@gco:nilReason]"
"placeKeywords","Recommended","True","False","[]","None","Beaufort Sea || Bering Sea || Caribbean Sea || Coastal waters of Alabama || Coastal Waters of Florida || Coastal Waters of Louisiana || Coastal Waters of Southeast Alaska and British Columbia || Coastal Waters of Texas || Coastal Waters of Western U.S. || Cordell Bank National Marine Sanctuary || Florida Keys National Marine Sanctuary || Gray's Reef National Marine Sanctuary || Great Lakes || Greater Farallones National Marine Sanctuary || Gulf of Alaska || Gulf of Mexico || Gulf of the Farallones National Marine Sanctuary || Monitor National Marine Sanctuary || Monterey Bay National Marine Sanctuary || North American Coastline-North || North American Coastline-South || North Atlantic Ocean || North Pacific Ocean || Olympic Coast National Marine Sanctuary || Papahānaumokuākea Marine National Monument || Philippine Sea || South Pacific Ocean || Thunder Bay National Marine Sanctuary || CONTINENT > NORTH AMERICA > CANADA > GREAT LAKES, CANADA || CONTINENT > NORTH AMERICA > UNITED STATES OF AMERICA > GREAT LAKES || OCEAN > ARCTIC OCEAN > BEAUFORT SEA || OCEAN > ATLANTIC OCEAN > NORTH ATLANTIC OCEAN || OCEAN > ATLANTIC OCEAN > NORTH ATLANTIC OCEAN > CARIBBEAN SEA || OCEAN > ATLANTIC OCEAN > NORTH ATLANTIC OCEAN > GULF OF MEXICO || OCEAN > PACIFIC OCEAN > CENTRAL PACIFIC OCEAN > HAWAIIAN ISLANDS || OCEAN > PACIFIC OCEAN > NORTH PACIFIC OCEAN || OCEAN > PACIFIC OCEAN > NORTH PACIFIC OCEAN > BERING SEA || OCEAN > PACIFIC OCEAN > NORTH PACIFIC OCEAN > GULF OF ALASKA || OCEAN > PACIFIC OCEAN > SOUTH PACIFIC OCEAN","//gmd:MD_DataIdentification/gmd:descriptiveKeywords/gmd:MD_Keywords[gmd:type/gmd:MD_KeywordTypeCode/@codeListValue = 'place']/gmd:keyword"
"qualityReport","Required","True","True","[]","None","Data Stewardship Maturity Assessment || MM-Stew || The Data Stewardship Maturity Matrix (DSMM) is a unified framework that defines criteria for each of nine components based on measurable practices, which can be used to apply a progressive, 6-level rating to an individual dataset, representing stewardship maturity stages rated as Not Assessed or Not Available (Level 0), adHoc (Level 1), minimum (Level 2), intermediate (Level 3), advanced (Level 4), and optimal (Level 5). || Data Stewardship Maturity Assessment was evaluated by the metadata content editor for the NOAA OneStop project using the Scientific Data Stewardship Maturity Assessment Model Template v4.0. || The Scientific Data Stewardship Maturity Assessment Model Template || 2015-06-23 || publication || NCDC-CICS-SMM_0001_Rev.1 v4.0 06/23/2015 || doi:10.10.6084/m9.figshare.1211954 || Peng, Ge || CICS-NC/NCEI || author || https://doi.org/10.6084/m9.figshare.1211954 || HTTPS || Web Browser || The Scientific Data Stewardship Maturity Assessment Model Template || Landing page for quality evaluation procedure. || information || documentDigital","//gmd:DQ_DataQuality/gmd:report//gmd:nameOfMeasure | //gmd:measureIdentification | //gmd:measureDescription | //gmd:evaluationMethodDescription | //gmd:evaluationProcedure"
"metadataDate","Required","True","True","[]","None","2017-05-15T06:49:31","/gmi:MI_Metadata/gmd:dateStamp"
"resourceContact","Required","True","True","[]","None","DOC/NOAA/NESDIS/NCEI > National Centers for Environmental Information, NESDIS, NOAA, U.S. Department of Commerce || 301-713-3277 || 301-713-3300 || Federal Building 151 Patton Avenue || Asheville || NC || 28801-5001 || USA || NCEI.Info@noaa.gov || https://www.ncei.noaa.gov/ || HTTPS || Web browser || NOAA National Centers for Environmental Information website || Main NCEI website providing links to access data and data services. || information || pointOfContact","//gmd:MD_DataIdentification/gmd:citation/gmd:CI_Citation/gmd:citedResponsibleParty/gmd:CI_ResponsibleParty[gmd:role/gmd:CI_RoleCode/@codeListValue='pointOfContact'] | //gmd:MD_DataIdentification/gmd:pointOfContact"
"abstract","Required","True","True","[]","None","The National Data Buoy Center (NDBC) established the Coastal-Marine Automated Network (C-MAN) for the National Weather Service in the early 1980's. NDBC has installed approximately 50 C-MAN stations on lighthouses, at capes and beaches, on near shore islands, and on offshore platforms. NDBC has also deployed over 100 moored (a.k.a., weather) buoys in coastal and offshore waters from the western Atlantic to the Pacific Ocean around Hawaii, and from the Bering Sea to the South Pacific. C-MAN and moored buoy data typically include barometric pressure, wind direction, speed and gust, and air temperature; however, some C-MAN stations are equipped to also measure seawater temperature, water level, waves, and relative humidity. Moored buoys measure wave energy spectra from which NDBC derives significant wave height, dominant wave period, and average wave period. In addition, many moored buoys measure the direction of wave propagation. In collaboration, NDBC and the National Centers for Environmental Information (NCEI) -- formerly the National Oceanographic Data Center (NODC) -- are archiving these data from C-MAN and moored buoys. This collection is part of the collaboration and it contains both NODC F291 and netCDF (version 4) files with data collected from February 1970 through the present day.","//gmd:MD_DataIdentification/gmd:abstract"
"citation","Recommended","True","False","[]","Cite as: US DOC; NOAA; NWS; National Data Buoy Center (1971). Meteorological and oceanographic data collected from the National Data Buoy Center Coastal-Marine Automated Network (C-MAN) and moored (weather) buoys. National Oceanographic Data Center, NOAA. Dataset. [access date]","None","//gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:otherConstraints/gco:CharacterString[contains(., 'CITE') or contains(.,'cite') or contains(.,'Cite')]"
"instrumentDescription","Required","True","True","['acquisition subcategory scored because passed special logic parser']","None","Acoustic Doppler Current Profiler

The Acoustic Doppler Current Profiler (ADCP) measures currents beneath a ship while underway. Sound signals sent from the moving ship bounce back to receivers aboard the ship. This provides a profile of water movement relative to the ship-precise modern navigation, allowing the ship's motion to be subtracted from the data. These devices are also used on moorings and profilers and, along with acoustic backscattering, measure animal biomass. Particles in the path of the sound waves, mostly plankton, reflect a small part of the sound energy back toward receivers, allowing researchers to make remote estimates of the sizes and numbers of animals present in the water column. Before the 1970's, the most technologically advanced instrument used to measure water velocity was known as a Doppler speed log. This evolved into the first commercial ADCP, produced in the mid-1970's, which used averaging. Later in the 1970's, the first vessel-mounted ADCP was developed to measure water velocity more accurately and to allow measurement in range cells over a depth profile.

As instruments evolved, so did new techniques in Doppler signal processing. Initially, Doppler speed logs used simple analog signal processing methods, which are still used in some commercial speed logs today. However, the first ADCPs incorporated analog-to-digital signal conversion over a narrow communication bandwidth. Around 1990, this technique was developed into broadband signal processing. Since then, broadband ADCPs have been able to generate very accurate, real-time velocity measurements. || Instrument that measures wind speed || Barometers are instruments for measuring atmospheric pressure;
two types include mercury barometers and aneroid barometers. || buoy - moored buoy || Conductivity-Temperature-Depth probe || current meter || Global Positioning System reciever

satellite-based instrument used for geo-location, positioning and navigation || used on moored buoys to derive wave steepness or height

instrument used on moored buoys to measure 'vertical displacement of the buoy hull' to determine wave height, period, etc.
May be used in conjunction with the use of a Datawell Hippy sensor to measure vertical heave acceleration along with pitch and roll. Also may be used with a second sensor, a triaxial magnetometer, is used to measure hull azimuth. || meteorological sensors || Instrument that measure solar radiation. || electronic temperature sensor

thermally sensitive resistor","//gmi:MI_AcquisitionInformation//gmi:MI_Instrument/gmi:description"
"processStep","Required","True","False","['not scored because failed if logic parser', 'lineage subcategory not scored because failed special logic parser (aquisition elements scored) - now extra credit']","None","The original data in the F291 format prior to January 2011 have been converted to NetCDF by using the F291NC program version 0.4.1. F291NC was developed by NCEI, utilizing information from the original F291 format specification to map fields to the NCEI TimeSeries Orthogonal v2.0 NetCDF Template. The software extracted data from the fields in each original F291 file and copied those data to fields into a corresponding NetCDF file. The best effort was made to take into account the requirements and limitations of the F291 format, such that the resulting NetCDF file would represent the original data as closely as possible, except for the ten minute averages of wind direction and wind speed appearing in Record Type J. The ten minute averages are named as FIRST, SECOND, ..., and SIXTH. After ten minutes, the FIRST AVERAGE of the prior F291 record appears as the SECOND AVERAGE of the current F291 record, SECOND AVERAGE as THIRD AVERAGE, up to FIFTH AVERAGE as SIXTH AVERAGE. This shift of ten minute averages introduces redundant data points. Following how the National Data Buoy Center stores the ten minute averages in their NetCDF files in and after January 2011, we filtered out redundant data and placed the ten minute averages of wind speed and wind direction to NetCDF arrays continuous_wind_speed and continuous_wind_direction, respectively. This improvement not only reduces the size of resulting NetCDF files but also provides much more convenient way to access the averages. Processing messages, warnings and errors were captured to log files, one per original F291 data file. || NOAA created the National Centers for Environmental Information (NCEI) by merging NOAA's National Climatic Data Center (NCDC), National Geophysical Data Center (NGDC), and National Oceanographic Data Center (NODC), including the National Coastal Data Development Center (NCDDC), per the Consolidated and Further Continuing Appropriations Act, 2015, Public Law 113-235. NCEI launched publicly on April 22, 2015.","//gmd:DQ_DataQuality/gmd:lineage/gmd:LI_Lineage[gmd:processStep or gmd:sourceStep]//gmd:description"
"timeInterval","Recommended","False","False","['no element at given xpath']","None","None","//gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:temporalElement//gmd:EX_TemporalExtent//gml:TimePeriod/gml:timeInterval"
"featureTypes","Required","False","True","['no element at given xpath', 'features subcategory scored because passed special logic parser']","None","None","//gmd:contentInfo/gmd:MD_FeatureCatalogueDescription/gmd:featureTypes"
"featureCatalogCitation","Required","False","True","['no element at given xpath', 'features subcategory scored because passed special logic parser']","None","None","//gmd:contentInfo/gmd:MD_FeatureCatalogueDescription/gmd:featureCatalogueCitation/gmd:CI_Citation/gmd:title"
"accessConstraint","Not Required","True","False","[]","otherRestrictions","None","//gmd:MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:accessConstraints/gmd:MD_RestrictionCode/@codeListValue"
"themeKeywordThesaurus","Recommended","True","False","[]","None","NODC DATA TYPES THESAURUS || NODC OBSERVATION TYPES THESAURUS || WMO_CategoryCode || Global Change Master Directory (GCMD) Science and Services Keywords || NetCDF Climate and Forecast (CF) Metadata Convention Standard Name Table","//gmd:MD_DataIdentification/gmd:descriptiveKeywords/gmd:MD_Keywords[gmd:type/gmd:MD_KeywordTypeCode/@codeListValue = 'theme']/gmd:thesaurusName/gmd:CI_Citation/gmd:title"
"metadataContact","Required","True","True","[]","None","DOC/NOAA/NESDIS/NCEI > National Centers for Environmental Information, NESDIS, NOAA, U.S. Department of Commerce || Data Officer || 301-713-3277 || 301-713-3300 || Federal Building 151 Patton Avenue || Asheville || NC || 28801-5001 || USA || NODC.DataOfficer@noaa.gov || https://www.ncei.noaa.gov/ || HTTPS || Web browser || NOAA National Centers for Environmental Information website || Main NCEI website providing links to access data and data services. || information || custodian","/gmi:MI_Metadata/gmd:contact"
"status","Required","True","True","[]","completed","None","//gmd:MD_DataIdentification/gmd:status/gmd:MD_ProgressCode/@codeListValue"
"purpose","Required","True","True","[]","None","The purpose of collecting this data set is to respond to the need for recorded continuous meteorological and oceanographic observations in the US coastal areas.","//gmd:MD_DataIdentification/gmd:purpose"
"qualityScope","Required","True","True","[]","series","None","//gmd:DQ_DataQuality/gmd:scope/gmd:DQ_Scope/gmd:level/gmd:MD_ScopeCode/@codeListValue[../../../../../gmd:report]"
"instrumentID","Required","True","True","['acquisition subcategory scored because passed special logic parser']","None","ADCP || anemometer || barometers || buoy - moored buoy || CTD || current meter || GPS || inclinometer || meteorological sensors || pyranometer || thermistor","//gmi:MI_AcquisitionInformation//gmi:MI_Instrument/gmi:identifier//gmd:code"
"doi","Recommended","False","False","['no element at given xpath']","None","None","//gmd:MD_DataIdentification/gmd:citation/gmd:CI_Citation/gmd:identifier/gmd:MD_Identifier/gmd:code[contains(., 'DOI') or contains(.,'doi') or contains(.,'Doi')]"
"coverageAttributeType","Required","False","False","['no element at given xpath', 'attributes subcategory not scored because failed special logic parser (features elements scored) - now extra credit']","None","None","//gmd:contentInfo//gmd:contentType/gmd:MD_CoverageContentTypeCode/@codeListValue "
"metadataStandardVersion","Required","True","True","[]","None","ISO 19115-2:2009(E)","/gmi:MI_Metadata/gmd:metadataStandardVersion"
"platformKeyword","Recommended","True","False","[]","None","FIXED PLATFORM || BUOYS || C-MAN > Coastal Marine Network || NDBC MOORED BUOY || 32301 || 32302 || 41001 || 41002 || 41003 || 41004 || 41005 || 41006 || 41007 || 41008 || 41009 || 41010 || 41011 || 41012 || 41013 || 41015 || 41016 || 41017 || 41018 || 41021 || 41022 || 41023 || 41025 || 41035 || 41036 || 41040 || 41041 || 41043 || 41044 || 41046 || 41047 || 41048 || 41049 || 41A40 || 41A41 || 41A43 || 41A44 || 41A47 || 41A48 || 41I35 || 42001 || 42002 || 42003 || 42004 || 42005 || 42006 || 42007 || 42008 || 42009 || 42010 || 42011 || 42012 || 42014 || 42015 || 42016 || 42017 || 42018 || 42019 || 42020 || 42025 || 42035 || 42036 || 42037 || 42038 || 42039 || 42040 || 42041 || 42053 || 42054 || 42055 || 42056 || 42057 || 42058 || 42059 || 42060 || 42065 || 42080 || 42107 || 42A01 || 42A02 || 42A57 || 44001 || 44002 || 44003 || 44004 || 44005 || 44006 || 44007 || 44008 || 44009 || 44010 || 44011 || 44012 || 44013 || 44014 || 44015 || 44017 || 44018 || 44019 || 44020 || 44023 || 44025 || 44026 || 44027 || 44028 || 44065 || 44066 || 44070 || 45001 || 45002 || 45003 || 45004 || 45005 || 45006 || 45007 || 45008 || 45009 || 45010 || 45011 || 45012 || 46001 || 46002 || 46003 || 46004 || 46005 || 46006 || 46007 || 46008 || 46009 || 46010 || 46011 || 46012 || 46013 || 46014 || 46015 || 46016 || 46017 || 46018 || 46019 || 46020 || 46021 || 46022 || 46023 || 46024 || 46025 || 46026 || 46027 || 46028 || 46029 || 46030 || 46031 || 46032 || 46033 || 46034 || 46035 || 46036 || 46037 || 46038 || 46039 || 46040 || 46041 || 46042 || 46043 || 46045 || 46047 || 46048 || 46050 || 46051 || 46053 || 46054 || 46059 || 46060 || 46061 || 46062 || 46063 || 46066 || 46069 || 46070 || 46071 || 46072 || 46073 || 46075 || 46076 || 46077 || 46078 || 46079 || 46080 || 46081 || 46082 || 46083 || 46084 || 46085 || 46086 || 46087 || 46088 || 46089 || 46105 || 46106 || 46107 || 46114 || 46125 || 46A35 || 46A47 || 46A73 || 46A77 || 46B23 || 46B54 || 46B62 || 48011 || 51000 || 51001 || 51002 || 51003 || 51004 || 51005 || 51026 || 51027 || 51028 || 51100 || 51101 || 52009 || 91204 || 91222 || 91251 || 91328 || 91338 || 91343 || 91352 || 91353 || 91355 || 91365 || 91374 || 91377 || 91411 || 91442 || ABAN6 || ALRF1 || ALSN6 || AMAA2 || AUGA2 || BLIA2 || BURL1 || BUSL1 || BUZM3 || CARO3 || CDRF1 || CHLV2 || CLKN7 || CSBF1 || DBLN6 || DESW1 || DISW3 || DPIA1 || DRFA2 || DRYF1 || DSLN7 || DUCN7 || EB01 || EB02 || EB03 || EB04 || EB05 || EB07 || EB10 || EB12 || EB13 || EB15 || EB16 || EB17 || EB19 || EB20 || EB21 || EB31 || EB32 || EB33 || EB34 || EB35 || EB36 || EB39 || EB41 || EB43 || EB44 || EB45 || EB52 || EB53 || EB61 || EB62 || EB63 || EB70 || EB71 || EB72 || ENIP2 || FARP2 || FBIS1 || FFIA2 || FILA2 || FPSN7 || FWYF1 || GBCL1 || GDIL1 || GLLN6 || IOSN3 || KOSP2 || KTNF1 || LKWF1 || LMBV4 || LNEL1 || LONF1 || LPOI1 || LSCM4 || MDRM1 || MISM1 || MLIP2 || MLRF1 || MPCL1 || MRKA2 || NWPO3 || ORKP2 || PAGP2 || PILA2 || PILM4 || PLSF1 || POTA2 || PTAC1 || PTAT2 || PTGC1 || ROAM4 || SACV4 || SANF1 || SAUF1 || SBIO1 || SGNW3 || SGOF1 || SISW1 || SJLF1 || SMKF1 || SPGF1 || SRST2 || STDM4 || SUPN6 || SVLS1 || THIN6 || TPLM2 || TTIW1 || UJAP2 || VENF1 || VERV4 || WPOW1 || XERB1","//gmd:MD_DataIdentification/gmd:descriptiveKeywords/gmd:MD_Keywords[gmd:type/gmd:MD_KeywordTypeCode/@codeListValue = 'platform']/gmd:keyword"
"browseGraphic","Recommended","True","False","[]","None","https://data.nodc.noaa.gov/cgi-bin/gfx?id=gov.noaa.nodc:NDBC-CMANWx","//gmd:MD_DataIdentification/gmd:graphicOverview/gmd:MD_BrowseGraphic/gmd:fileName"
